NAME,MCAP,CMP,PE,PE-TTM,EarningScore,DebtScore,CashScore,CompanyScore,G-IV,A-IV,P-IV,G-Valuation,A-Valuation,P-Valuation,G-ROI,A-ROI,P-ROI,G-Decision,A-Decision,P-Decision
ADITYA VISION LTD,351.29,292.05,20.38827626233314,23.89962275101567,31.0,16.0,18.0,65.0,-154.07628806557807,-93.70759682349184,-62.629223690207,OVERVALUED,OVERVALUED,OVERVALUED,-3.171762842986742,-1.9361039957193493,-1.2996673622799177,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADJIA TECHNOLOGIES LTD,2.51,28.5,,,0.0,16.5,0.0,16.5,0.1703187250996016,0.1703187250996016,0.1703187250996016,OVERVALUED,OVERVALUED,OVERVALUED,0.011952191235059762,0.011952191235059762,0.011952191235059762,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADOR FONTECH LTD,136.68,39.05,18.103311258278143,18.102649006622514,20.0,24.0,27.0,71.0,194.97769629749524,122.86395671176241,85.73912162308167,UNDERVALUED,UNDERVALUED,UNDERVALUED,28.89584128695217,17.856554600618228,12.170675792110213,BUY,BUY,BUY
ADOR MULTI PRODUCTS LTD,38.81,83.05,6.290113452188007,4.80083738519719,7.0,22.0,9.0,38.0,-226.48516655046922,-141.05066128998527,-97.06817006294597,OVERVALUED,OVERVALUED,OVERVALUED,-15.987946462404977,-9.838476210222879,-6.671139082026215,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADOR WELDING LTD,550.8,405.0,127.2055427251732,127.20554272517322,20.0,27.0,15.0,62.0,-354.2696183645074,-220.29545591044345,-151.32429014059537,OVERVALUED,OVERVALUED,OVERVALUED,-5.136795503063723,-3.1593247889433536,-2.140811623434095,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADROIT INFOTECH LTD,17.17,9.4,-1.3637807783955522,-1.3638337304739214,8.0,30.0,12.0,50.0,2.7415567172739244,1.7147075746440448,1.1860759255286033,OVERVALUED,OVERVALUED,OVERVALUED,1.7018935850502532,1.0488790859784634,0.7125383959122097,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADVAIT INFRATECH LTD,26.06,51.1,,,18.0,27.0,3.0,48.0,279.04904694961874,177.11969452658593,124.64549999528793,UNDERVALUED,UNDERVALUED,UNDERVALUED,31.346965759952987,19.422953940425938,13.281389902508629,BUY,BUY,BUY
ADVANCE METERING TECHNOLOGY LTD,20.19,12.57,-1.3187459177008491,-1.3218615284128024,6.0,25.0,6.0,37.0,82.03858557970077,58.35004258507381,46.154956638641515,UNDERVALUED,UNDERVALUED,UNDERVALUED,32.35020749631651,21.0847948396485,15.282447920536262,BUY,BUY,BUY
ADVANCE PETROCHEMICALS LTD,3.42,38.0,38.00000000000001,38.00000000000001,23.0,0.0,24.0,47.0,484.6994695999927,303.0900493844838,209.5958024520228,UNDERVALUED,UNDERVALUED,UNDERVALUED,74.4482992553911,45.879051306652066,31.164216362847224,BUY,BUY,BUY
ADVANCE SYNTEX LTD,13.38,12.06,-8.63225806451613,-8.117806451612903,23.0,0.0,6.0,29.0,290.24247094602214,181.56118848889133,125.61103652581717,UNDERVALUED,UNDERVALUED,UNDERVALUED,140.41085612738226,86.54029743553812,58.79380649173204,BUY,BUY,BUY
ADVANCED ENZYME TECHNOLOGIES LTD,4971.91,445.0,69.26595151852884,69.2070678926349,31.0,27.5,24.0,82.5,29.564663269059107,18.508900169309154,12.817288775757985,OVERVALUED,OVERVALUED,OVERVALUED,0.38727564101691986,0.23875981121314507,0.162265465753792,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADVANI HOTELS & RESORTS (INDIA) LTD,252.82,54.7,-109.44588744588744,-109.39999999999998,27.0,27.0,21.0,75.0,180.63712075038498,112.86650105090396,77.9775451507623,UNDERVALUED,UNDERVALUED,UNDERVALUED,19.291205786081747,11.884959268822682,8.0703088009441,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADVENT COMPUTER SERVICES LTD,2.86,1.76,-17.875,-17.93,4.0,27.0,6.0,37.0,-5.69673018342488,-3.5531435841598573,-2.449604931842286,OVERVALUED,OVERVALUED,OVERVALUED,-18.945038317635486,-11.664350688374125,-7.914370397180941,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADVIK CAPITAL LTD,8.35,1.82,139.16666666666669,139.23,6.0,25.5,9.0,40.5,0.46747525151945923,0.292265927687318,0.20206651089609126,OVERVALUED,OVERVALUED,OVERVALUED,1.4994788462949113,0.9239993450598813,0.6275937172529944,DO NOT BUY,DO NOT BUY,DO NOT BUY
ADVIK LABORATORIES LTD,1.93,1.01,-0.4177489177489177,-0.41755411255411257,4.0,23.0,12.0,39.0,-1.11714130094216,-0.6964763141692882,-0.4799140009230246,OVERVALUED,OVERVALUED,OVERVALUED,-6.477019879048052,-3.9872510524612177,-2.704874372571295,DO NOT BUY,DO NOT BUY,DO NOT BUY
AEGIS LOGISTICS LTD,11537.37,328.7,119.68226141078839,114.53353734439831,24.0,26.0,15.0,65.0,-597.4351394502135,-372.44251893690137,-256.61419023406745,OVERVALUED,OVERVALUED,OVERVALUED,-10.64417451890961,-6.5523914323492916,-4.44488363751268,DO NOT BUY,DO NOT BUY,DO NOT BUY
AFFLE INDIA LTD,14101.03,5291.15,579.8120888157895,537.382421875,20.0,24.5,12.0,56.5,560.42906670127,357.93619025281146,253.69094256538034,OVERVALUED,OVERVALUED,OVERVALUED,0.6037130103322681,0.3749405678388386,0.2571093691659845,DO NOT BUY,DO NOT BUY,DO NOT BUY
AFFORDABLE ROBOTIC & AUTOMATION LTD,103.73,101.9,,,9.0,18.5,3.0,30.5,-83.23462176934503,-51.648078657645556,-35.38702756280889,OVERVALUED,OVERVALUED,OVERVALUED,-4.8077309810324875,-2.954745794369999,-2.000349962040875,DO NOT BUY,DO NOT BUY,DO NOT BUY
AGARWAL INDUSTRIAL CORPORATION LTD,221.5,193.5,13.68128474366893,12.310376775787521,38.0,5.0,3.0,46.0,-556.2280866658939,-346.26123890001924,-238.16832010011257,OVERVALUED,OVERVALUED,OVERVALUED,-16.860288314231084,-10.373737990265234,-7.032784894716418,DO NOT BUY,DO NOT BUY,DO NOT BUY
AGC NETWORKS LTD,4691.8,1442.35,820.2447552447553,738.8261363636365,7.0,12.5,15.0,34.5,22.5946310261081,14.275009151868977,9.991989135771862,OVERVALUED,OVERVALUED,OVERVALUED,0.09039426837054822,0.055913497851304506,0.038153882763211924,DO NOT BUY,DO NOT BUY,DO NOT BUY
AGI INFRA LTD,86.68,70.95,5.285365853658537,4.412743902439025,30.0,1.5,6.0,37.5,1307.9010915397705,818.5910664113809,566.6896382718306,UNDERVALUED,UNDERVALUED,UNDERVALUED,107.48721929626568,66.26078756813857,45.02676211216902,BUY,BUY,BUY
AGIO PAPER & INDUSTRIES LTD,3.21,1.99,-2.6311475409836063,-2.6261475409836064,0.0,12.0,6.0,18.0,-23.864648129765495,-14.89463972022422,-10.276794565315862,OVERVALUED,OVERVALUED,OVERVALUED,-70.14070735144101,-43.19535874221197,-29.316927010319393,DO NOT BUY,DO NOT BUY,DO NOT BUY
AGRI-TECH (INDIA) LTD,23.52,39.6,97.99999999999997,97.34999999999998,5.0,27.5,12.0,44.5,-65.99744342519143,-41.18488170538262,-28.411140289844383,OVERVALUED,OVERVALUED,OVERVALUED,-9.749229877564318,-6.003638027476623,-4.0744389831127785,DO NOT BUY,DO NOT BUY,DO NOT BUY
AGRO PHOS INDIA LTD,24.02,11.85,7.459627329192547,7.470652173913043,18.0,21.0,9.0,48.0,91.37400113365467,57.136965272215036,39.51141544519342,UNDERVALUED,UNDERVALUED,UNDERVALUED,45.006493573961784,27.73532033851998,18.839655184806926,BUY,BUY,BUY
AGRO TECH FOODS LTD,2365.35,970.6,78.06435643564355,78.16052805280528,27.0,30.0,12.0,69.0,267.559365854312,167.72460782971032,116.32873030244149,OVERVALUED,OVERVALUED,OVERVALUED,1.604577013527061,0.9897038823535588,0.6730082292921736,DO NOT BUY,DO NOT BUY,DO NOT BUY
AHLADA ENGINEERS LTD,126.11,97.6,15.454656862745097,13.794771241830064,23.0,18.5,6.0,47.5,1176.3714639260138,734.6678609722366,507.2746691625118,UNDERVALUED,UNDERVALUED,UNDERVALUED,70.44754849147068,43.39394272609228,29.45975222214235,BUY,BUY,BUY
AHLUWALIA CONTRACTS (INDIA) LTD,1962.74,293.0,42.419278149989196,42.427058569267345,22.0,23.0,18.0,63.0,480.6177719854232,306.8994111748892,217.46755624660935,UNDERVALUED,UNDERVALUED,OVERVALUED,9.351772837288841,5.807540895078432,3.982053989516088,DO NOT BUY,DO NOT BUY,DO NOT BUY
AHMEDABAD STEELCRAFT LTD,5.69,13.9,-27.09523809523809,-27.138095238095232,13.0,27.0,6.0,46.0,-827.0736389971624,-515.5001245995988,-355.0991329652847,OVERVALUED,OVERVALUED,OVERVALUED,-348.5312608367749,-214.53589905536023,-145.52044455733738,DO NOT BUY,DO NOT BUY,DO NOT BUY
AI CHAMPDANY INDUSTRIES LTD,32.14,10.45,-3.623449830890643,-3.6286358511837653,10.0,11.0,15.0,36.0,-117.5414554344762,-73.37124953491187,-50.6320098383642,OVERVALUED,OVERVALUED,OVERVALUED,-65.77752252486192,-40.5103197193917,-27.496231303720034,DO NOT BUY,DO NOT BUY,DO NOT BUY
AIA ENGINEERING LTD,17251.2,1829.0,22.01784278439331,22.0130821559393,28.0,24.0,18.0,70.0,2881.270303767447,1799.7374260958095,1242.9540730593021,UNDERVALUED,OVERVALUED,OVERVALUED,9.205672532218065,5.670830148998691,3.8501794159178937,DO NOT BUY,DO NOT BUY,DO NOT BUY
AIMCO PESTICIDES LTD,107.99,112.7,23.025586353944565,23.068656716417912,18.0,22.5,15.0,55.5,-228.92478632472816,-141.67868779940582,-96.76357122813602,OVERVALUED,OVERVALUED,OVERVALUED,-11.989604871955743,-7.361894909250863,-4.978353403671638,DO NOT BUY,DO NOT BUY,DO NOT BUY
AIRAN LTD,201.91,16.15,38.168241965973536,27.985192186515434,27.0,27.0,12.0,66.0,-39.5963636167384,-24.701019226415706,-17.03275507513821,OVERVALUED,OVERVALUED,OVERVALUED,-14.347829255214272,-8.834396842188356,-5.9946564305027605,DO NOT BUY,DO NOT BUY,DO NOT BUY
AIRO LAM LTD,36.0,24.0,,,33.0,18.5,12.0,63.5,-482.7546939915116,-301.26436192040643,-207.831422690852,OVERVALUED,OVERVALUED,OVERVALUED,-117.66359944840275,-72.45861892361113,-49.17540796006943,DO NOT BUY,DO NOT BUY,DO NOT BUY
AISHWARYA TECHNOLOGIES & TELECOM LTD,4.61,1.93,-0.6376210235131397,-0.6228676809589672,6.0,24.5,9.0,39.5,-17.829663312260017,-10.986809452946808,-7.464043576120681,OVERVALUED,OVERVALUED,OVERVALUED,-54.7816016167977,-33.58706192380693,-22.670633397166473,DO NOT BUY,DO NOT BUY,DO NOT BUY
AJANTA PHARMA LTD,17458.22,2017.55,25.839529927180163,25.98929928166874,31.0,29.0,21.0,81.0,2554.9146000404044,1598.3962651386119,1105.9715809310824,UNDERVALUED,OVERVALUED,OVERVALUED,7.387348539219452,4.553262533261551,3.093542352000767,DO NOT BUY,DO NOT BUY,DO NOT BUY
AJANTA SOYA LTD,145.35,90.3,8.377521613832851,8.379423631123919,28.0,22.0,21.0,71.0,888.34388603327,556.245579808902,385.278231247643,UNDERVALUED,UNDERVALUED,UNDERVALUED,57.334373331710104,35.3495518629601,24.02608196406303,BUY,BUY,BUY
AJCON GLOBAL SERVICES LTD,14.93,24.4,373.2500000000004,372.1000000000004,18.0,29.0,15.0,62.0,-73.89079557658293,-45.86480065518088,-31.436753439347648,OVERVALUED,OVERVALUED,OVERVALUED,-17.81807312926993,-10.95189216342934,-7.415407066309442,DO NOT BUY,DO NOT BUY,DO NOT BUY
AJEL LTD,2.73,2.34,-10.11111111111111,-10.053333333333331,8.0,27.0,9.0,44.0,-27.429454593161164,-17.09430491813337,-11.773672130173656,OVERVALUED,OVERVALUED,OVERVALUED,-68.67022912030676,-42.267735519688635,-28.668905892284783,DO NOT BUY,DO NOT BUY,DO NOT BUY
AJMERA REALTY & INFRA INDIA LTD,415.47,117.1,23.714041095890412,23.72745433789954,20.0,9.0,12.0,41.0,150.6874781463964,94.87738981813649,66.1458285737204,UNDERVALUED,OVERVALUED,OVERVALUED,7.453943038718947,4.604894503890174,3.1374677444558268,DO NOT BUY,DO NOT BUY,DO NOT BUY
AJOONI BIOTECH LTD,43.52,43.5,,,15.0,24.5,0.0,39.5,-421.9870934420618,-263.4345828024914,-181.8102509594247,OVERVALUED,OVERVALUED,OVERVALUED,-56.724447250344646,-34.935918830422786,-23.7135513413373,DO NOT BUY,DO NOT BUY,DO NOT BUY
AKAR AUTO INDUSTRIES LTD,19.04,17.65,-2.1935483870967745,-2.196082949308756,22.0,0.0,18.0,40.0,637.2742043292153,398.32593788422696,275.3131106829682,UNDERVALUED,UNDERVALUED,UNDERVALUED,210.8397011315323,129.91088128610815,88.22780204093351,BUY,BUY,BUY
AKASH INFRAPROJECTS LTD,363.81,215.75,-293.39516129032256,-284.1868279569893,15.0,25.0,9.0,49.0,83.55876499812292,53.36753411168101,37.82480294530017,OVERVALUED,OVERVALUED,OVERVALUED,2.207501341952187,1.3709857351708317,0.9401312337226161,DO NOT BUY,DO NOT BUY,DO NOT BUY
AKASHDEEP METAL INDUSTRIES LTD,30.18,35.5,27.436363636363634,27.431818181818176,21.0,30.0,15.0,66.0,15.107393343054012,9.434133581082714,6.513485805938047,OVERVALUED,OVERVALUED,OVERVALUED,2.487537779966037,1.5322189260271701,1.0401737983556987,DO NOT BUY,DO NOT BUY,DO NOT BUY
AKG EXIM LTD,29.76,28.1,30.680412371134025,27.906872852233676,14.0,16.5,12.0,42.5,284.44446893162785,178.18351024326344,123.47936384435567,UNDERVALUED,UNDERVALUED,UNDERVALUED,58.96709581044184,36.36173502604166,24.718651057417667,BUY,BUY,BUY
AKME STAR HOUSING FINANCE LTD,139.57,89.05,35.97164948453609,30.524871134020618,35.0,23.0,0.0,58.0,-496.5883235425881,-309.9006988402085,-213.79214421541758,OVERVALUED,OVERVALUED,OVERVALUED,-32.62001866754137,-20.087867087303856,-13.633075476239515,DO NOT BUY,DO NOT BUY,DO NOT BUY
AKSH OPTIFIBRE LTD,101.69,6.25,-0.42876417759413077,-0.4287536366319518,23.0,27.0,15.0,65.0,987.184989309329,616.5459761085274,425.73750713220153,UNDERVALUED,UNDERVALUED,UNDERVALUED,923.1397782078068,568.6406704045386,386.0528799099897,BUY,BUY,BUY
AKSHAR SPINTEX LTD,25.5,10.2,10.119047619047619,9.984126984126984,6.0,16.0,9.0,31.0,220.84268886777357,137.8858874762172,95.17894163152721,UNDERVALUED,UNDERVALUED,UNDERVALUED,126.58263837541664,77.96477604166665,52.92373117953428,BUY,BUY,BUY
AKSHARCHEM (INDIA) LTD,211.95,258.4,16.63657770800628,16.63171114599686,15.0,20.5,12.0,47.5,-1186.833007600296,-740.6008810824767,-510.8763625176004,OVERVALUED,OVERVALUED,OVERVALUED,-26.86909753672159,-16.545944687721203,-11.228916723062657,DO NOT BUY,DO NOT BUY,DO NOT BUY
AKZO NOBEL INDIA LTD,10044.14,2205.55,53.59161242129976,54.01491036175435,26.0,30.0,24.0,80.0,4026.2510341298917,2536.4821542667682,1769.535046782284,UNDERVALUED,UNDERVALUED,OVERVALUED,10.56760182691475,6.52979048915587,4.4500813040924845,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALAN SCOTT INDUSTRIES LTD,2.9,24.5,-48.33333333333333,-28.58333333333334,7.0,30.0,9.0,46.0,-30.086216237082642,-18.76770940906689,-12.940835059545229,OVERVALUED,OVERVALUED,OVERVALUED,-7.186579521012932,-4.424939385775863,-3.0025330684267235,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALANKIT LTD,211.58,14.8,17.20162601626016,17.20650406504065,26.0,30.0,18.0,74.0,47.375083823992014,29.662987821699403,20.54463330371947,UNDERVALUED,UNDERVALUED,UNDERVALUED,18.656603816368197,11.502548810585823,7.817791732700091,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALBERT DAVID LTD,257.32,450.65,22.278787878787877,22.239870129870123,22.0,27.0,21.0,70.0,1511.1019695776151,945.6393172112357,654.5337964255259,UNDERVALUED,UNDERVALUED,UNDERVALUED,19.55487496982722,12.054057736354547,8.190697814096993,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALCHEMIST CORPORATION LTD,2.43,4.95,121.50000000000001,121.27500000000002,2.0,30.0,15.0,47.0,-2.8956282629265804,-1.8039869392267658,-1.2419996625835403,OVERVALUED,OVERVALUED,OVERVALUED,-3.42816141743838,-2.1098476080247583,-1.4308388310185638,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALCHEMIST REALTY LTD,15.56,2.1,-6.125984251968505,-6.126377952755906,6.0,15.0,3.0,24.0,-14.822780945443743,-9.253726429037021,-6.386724499735108,OVERVALUED,OVERVALUED,OVERVALUED,-41.272061877691186,-25.41925359495501,-17.254129413359568,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALCHEMIST LTD,4.75,3.5,-0.02079957962954854,-0.020843368218242328,14.0,9.0,3.0,26.0,-217.23337588769297,-135.29759863947072,-93.11628567917404,OVERVALUED,OVERVALUED,OVERVALUED,-363.84835593848686,-223.90587582236853,-151.82730727796053,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALEMBIC PHARMACEUTICALS LTD,18510.35,941.7,15.74812829675004,15.318448187850944,32.0,29.0,15.0,76.0,2869.3331933844493,1791.9816113423813,1237.3508288367673,UNDERVALUED,UNDERVALUED,UNDERVALUED,17.80873461522037,10.96979268334168,7.447337283100648,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALEMBIC LTD,3370.26,131.25,51.69110429447853,52.37921779141104,19.0,24.0,15.0,58.0,-43.648790766814734,-26.827783828941335,-18.16817038798684,OVERVALUED,OVERVALUED,OVERVALUED,-1.9774523001092663,-1.2113324574736084,-0.8167358950514951,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALEXANDER STAMPS & COIN LTD,14.0,16.2,1400.0000000000002,1393.2000000000003,20.0,30.0,15.0,65.0,0.09257142857142857,0.09257142857142857,0.09257142857142857,OVERVALUED,OVERVALUED,OVERVALUED,0.011428571428571429,0.011428571428571429,0.011428571428571429,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALFA ICA (INDIA) LTD,10.83,26.8,9.024999999999999,8.933333333333334,24.0,13.5,21.0,58.5,923.6403404524773,576.8563237172712,398.3286325083144,UNDERVALUED,UNDERVALUED,UNDERVALUED,201.42779611302512,124.07637241747459,84.23586158601677,BUY,BUY,BUY
ALFA TRANSFORMERS LTD,11.73,12.82,-1.638268156424581,-1.5398324022346368,6.0,20.0,12.0,38.0,-141.9165770610972,-87.7398471220857,-59.849154222452555,OVERVALUED,OVERVALUED,OVERVALUED,-65.41261573782481,-40.150553801683586,-27.139113234628,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALFAVISION OVERSEAS (INDIA) LTD,11.62,36.9,-23.240000000000002,-23.616,25.0,20.5,9.0,54.5,-3677.9648629997996,-2296.1262968109436,-1584.7427354585143,OVERVALUED,OVERVALUED,OVERVALUED,-582.8081740475473,-358.9489592297763,-243.6483603969449,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALFRED HERBERT (INDIA) LTD,50.4,654.5,27.69230769230769,28.769230769230774,25.0,30.0,6.0,61.0,-4649.248934567557,-2888.567934605276,-1982.1527057893627,OVERVALUED,OVERVALUED,OVERVALUED,-41.753161861644315,-25.672087518601188,-17.389392954799096,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALICON CASTALLOY LTD,725.41,521.5,-97.10977242302543,-96.10865684962071,22.0,17.5,12.0,51.5,2631.1506801504647,1644.69722841678,1136.8616629801159,UNDERVALUED,UNDERVALUED,UNDERVALUED,29.459914754031736,18.152422030084697,12.328401413241718,BUY,BUY,BUY
ALKA INDIA LTD,19.5,0.39,-390.0,-390.0,2.0,30.0,6.0,38.0,6.0E-4,6.0E-4,6.0E-4,OVERVALUED,OVERVALUED,OVERVALUED,0.0030769230769230765,0.0030769230769230765,0.0030769230769230765,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALKA SECURITIES LTD,2.11,0.22,-52.75,-52.745,8.0,21.0,18.0,47.0,0.22310036900193894,0.1392871488884961,0.09613931058697966,UNDERVALUED,OVERVALUED,OVERVALUED,5.929217235337679,3.651845749407583,2.4788661322571084,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALKALI METALS LTD,57.47,56.45,-29.777202072538863,-29.833678756476683,15.0,23.0,24.0,62.0,410.5518521272147,256.84733085383255,177.71878978191927,UNDERVALUED,UNDERVALUED,UNDERVALUED,42.42693953989037,26.150225661214538,17.766765285148768,BUY,BUY,BUY
ALKEM LABORATORIES LTD,34762.93,2907.45,21.814772049825862,21.821155282231494,32.0,30.0,18.0,80.0,2015.4300288199731,1270.3112389957907,886.7170397126773,OVERVALUED,OVERVALUED,OVERVALUED,4.0106264301257735,2.478631622531349,1.689564624024201,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALKYL AMINES CHEMICALS LTD,16693.91,8176.65,66.25882119468149,66.205064496924,40.0,22.0,21.0,83.0,3921.6270546896053,2451.3380048118315,1694.4192980165387,OVERVALUED,OVERVALUED,OVERVALUED,2.80049378586961,1.7255856563579914,1.171945051820637,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALLCARGO LOGISTICS LTD,3030.65,123.35,15.689030387741369,15.689338406584875,20.0,26.0,18.0,64.0,937.7431454715403,585.8264075973591,404.6563430080274,UNDERVALUED,UNDERVALUED,UNDERVALUED,44.41855181128418,27.36382361637562,18.57964032776333,BUY,BUY,BUY
ALLIANCE INTEGRATED METALIKS LTD,17.42,15.0,-0.14890161552269426,-0.14873066074023417,10.0,11.5,12.0,33.5,2037.4482854225278,1274.4415886907439,881.6385257730261,UNDERVALUED,UNDERVALUED,UNDERVALUED,792.5266771569495,488.45139140535315,331.83482073631234,BUY,BUY,BUY
ALLIED DIGITAL SERVICES LTD,258.09,50.9,30.29225352112676,29.99037558685446,15.0,24.0,15.0,54.0,86.10273546487882,54.07912640942854,37.593069633596244,UNDERVALUED,UNDERVALUED,OVERVALUED,9.825529737865184,6.064588691202685,4.127483912164846,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALLSEC TECHNOLOGIES LTD,503.83,330.6,156.46894409937886,156.05962732919258,11.0,30.0,24.0,65.0,49.123210679678884,35.40920026993568,28.3490980232496,OVERVALUED,OVERVALUED,OVERVALUED,0.721943626879355,0.473969906143938,0.3462489252637302,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALMONDZ GLOBAL SECURITIES LTD,70.27,27.15,32.836448598130836,32.859112149532706,13.0,30.0,9.0,52.0,-19.455455154358635,-11.48392575864658,-7.380107042262464,OVERVALUED,OVERVALUED,OVERVALUED,-4.439684664984161,-2.684528148125084,-1.7805198069722106,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALOK INDUSTRIES LTD,9359.48,18.85,-1.598547563702073,-0.9178940812309955,10.0,9.0,12.0,31.0,1201.7430416445363,750.3721676955831,518.00217335814,UNDERVALUED,UNDERVALUED,UNDERVALUED,372.70102914603183,229.55931624565082,155.8329555559368,BUY,BUY,BUY
ALPA LABORATORIES LTD,121.09,57.55,16.102393617021278,16.071143617021278,13.0,27.0,12.0,52.0,515.6415580725387,322.45643633360055,223.00290879023487,UNDERVALUED,UNDERVALUED,UNDERVALUED,52.292822341716395,32.226287620519855,21.890847680121702,BUY,BUY,BUY
ALPHAGEO (INDIA) LTD,136.68,214.75,-6.670571010248902,-6.7076622742801355,15.0,24.0,15.0,54.0,-1912.1029507973926,-1175.3577806588512,-796.0743999757805,OVERVALUED,OVERVALUED,OVERVALUED,-52.93735889543548,-32.429129913392586,-21.866191574869205,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALPHALOGIC TECHSYS LTD,24.71,89.0,,,3.0,18.0,3.0,24.0,-452.11762627680133,-282.26159384616943,-194.8181020923125,OVERVALUED,OVERVALUED,OVERVALUED,-29.702470153986237,-18.293800586806956,-12.41766797349251,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALPINE HOUSING DEVELOPMENT CORPORATION LTD,24.2,13.97,9.837398373983739,9.824430894308943,27.0,4.5,15.0,46.5,573.8045915081117,358.49106118739127,247.64561964687448,UNDERVALUED,UNDERVALUED,UNDERVALUED,239.96904306136366,147.83525051652896,100.38095446797517,BUY,BUY,BUY
ALPS INDUSTRIES LTD,6.45,1.65,-0.05830772012294341,-0.058321280057855716,3.0,15.0,24.0,42.0,2014.6379433721586,1257.9705679007855,868.4310475162787,UNDERVALUED,UNDERVALUED,UNDERVALUED,7137.797794236866,4396.443939559107,2984.486244119426,BUY,BUY,BUY
ALPS MOTOR FINANCE LTD,3.55,0.35,-0.1120227201009782,-0.11221205427579678,15.0,24.5,12.0,51.5,-84.87222550878099,-52.986374844713744,-36.571237391489866,OVERVALUED,OVERVALUED,OVERVALUED,-1417.8509463324829,-873.2555116637327,-592.7569858824821,DO NOT BUY,DO NOT BUY,DO NOT BUY
ALUFLUORIDE LTD,209.43,267.8,50.46506024096385,46.89188755020079,26.0,30.0,18.0,74.0,-1599.415353105477,-997.0755022747584,-686.9852509871237,OVERVALUED,OVERVALUED,OVERVALUED,-34.976268647307585,-21.530827461741396,-14.60563824614728,DO NOT BUY,DO NOT BUY,DO NOT BUY
AMAL LTD,329.12,349.2,37.23076923076923,37.13212669683258,20.0,19.5,21.0,60.5,611.6114670375628,381.90016269021834,263.6426109269743,UNDERVALUED,UNDERVALUED,OVERVALUED,10.238863109891529,6.306513106921487,4.281122682266345,DO NOT BUY,DO NOT BUY,DO NOT BUY
AMALGAMATED ELECTRICITY COMPANY LTD,4.22,15.2,-23.444444444444443,-23.644444444444446,3.0,30.0,3.0,36.0,0.0,0.0,0.0,OVERVALUED,OVERVALUED,OVERVALUED,0.0,0.0,0.0,DO NOT BUY,DO NOT BUY,DO NOT BUY
AMARA RAJA BATTERIES LTD,13255.9,776.05,22.317081383211555,22.315455065827127,31.0,30.0,15.0,76.0,1453.2038217085073,908.2008795767556,627.6282110988876,UNDERVALUED,UNDERVALUED,OVERVALUED,10.936287142567492,6.738183304521485,4.575914099373324,DO NOT BUY,DO NOT BUY,DO NOT BUY
